name,response
Linux Gem Privilege Escalation,
Windows AD Dangerous Group ACL Modification,
Windows Raw Access To Disk Volume Partition,"SEARCH events from Sysmon where EventCode equals 9
| FILTER Device starts with the string ""\Device\HarddiskVolume""
| FILTER Image does not contain ""\Windows\System32\"" and does not contain ""\Windows\SysWOW64\""
| GROUP events by dest, dvc, process_exec, process_guid, process_id, process_name, process_path, signature, signature_id, user_id, vendor_product, Device, Image
| COMPUTE count = number of events, firstTime = earliest event timestamp, lastTime = latest event timestamp
| FORMAT firstTime and lastTime into human-readable timestamps
| APPLY environment-specific allowlist or suppression rules to the aggregated results
| OUTPUT dest, dvc, process_exec, process_guid, process_id, process_name, process_path, signature, signature_id, user_id, vendor_product, Device, Image, count, firstTime, lastTime"
Crowdstrike Privilege Escalation For Non-Admin User,"SEARCH CrowdStrike alert telemetry events within the desired time range
| FILTER records tagged as ""alert""
| PARSE fields: src_ip = event.EndpointIp, src_host = event.EndpointName, user = event.UserName, description = event.IncidentDescription, type = event.IncidentType, count_alerts = event.NumbersOfAlerts, severity = event.SeverityName, timestamp = event timestamp
| GROUP records BY src_ip, src_host, user, description, type, count_alerts, severity
| COMPUTE per group: event_count = count(records), firstTime = earliest(timestamp), lastTime = latest(timestamp)
| FILTER groups WHERE type contains ""Privilege escalation"" AND user does not contain ""adm"" AND user does not contain ""svc"" AND user does not contain ""admin""
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY organization-specific allowlist exclusions for known benign users, hosts, or incident descriptions
| OUTPUT src_ip, src_host, user, description, type, count_alerts, severity, event_count, firstTime, lastTime"
Windows Ingress Tool Transfer Using Explorer,
Windows System Shutdown CommandLine,
Crowdstrike Medium Identity Risk Severity,"SEARCH CrowdStrike identity risk events | FILTER records where (riskScoreSeverity equals ""MEDIUM"") OR (riskScore >= 0.55 AND riskScore < 0.70) | PARSE nested attributes to create top-level fields: severity = riskFactors"
MOVEit Empty Key Fingerprint Authentication Attempt,"SEARCH logs from Progress MOVEit Transfer SFTP components within the selected time range
| FILTER events where the message contains the exact text ""UserAuthRequestHandler: SftpPublicKeyAuthenticator: Attempted to authenticate empty public key fingerprint""
| GROUP events by log_source and event_message
| COMPUTE count = number of events in each group
| DERIVE first_seen_time = earliest event_time in group, last_seen_time = latest event_time in group
| APPLY environment-specific suppression to exclude known benign sources or test systems (if defined)
| OUTPUT log_source, event_message, count, first_seen_time, last_seen_time"
Active Setup Registry Autostart,"SEARCH registry value modification events from endpoint telemetry
| FILTER events where registry_value_name equals ""StubPath""
| FILTER events where registry_path contains ""\SOFTWARE\Microsoft\Active Setup\Installed Components"" (case-insensitive)
| GROUP events by action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| COMPUTE event_count as the total number of events per group, firstTime as the earliest timestamp per group, lastTime as the latest timestamp per group
| DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime
| APPLY optional environment-specific allowlists to exclude known benign Active Setup modifications (e.g., trusted installers or sanctioned software), using fields such as host, process_id/process_guid, registry_path, and registry_value_data
| OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Unusually Long Command Line,
Windows Credential Dumping LSASS Memory Createdump,
Linux Auditd Auditd Daemon Shutdown,"SEARCH Linux Auditd audit logs
| FILTER records where field ""type"" equals ""DAEMON_END""
| GROUP records by fields: type, op, res, auid, host, pid
| COMPUTE for each group: count = number of records, firstTime = earliest timestamp, lastTime = latest timestamp
| DERIVE firstTime_readable = convert firstTime to human-readable format, lastTime_readable = convert lastTime to human-readable format
| APPLY optional allowlist to exclude known benign shutdowns (for example, planned reboots or maintenance) based on contextual fields such as host, auid, op, res, or pid
| OUTPUT fields: type, op, res, auid, host, pid, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Linux Deletion Of Init Daemon Script,"SEARCH filesystem activity telemetry that records file operations (including deletions)
| FILTER events where action equals ""deleted""
| FILTER events where file_path begins with ""/etc/init.d/""
| SELECT event_time, action, host, file_path, file_name, file_size, file_acl, file_hash, file_create_time, file_modify_time, file_access_time, process_id, process_guid, user, vendor_product
| GROUP BY action, host, file_access_time, file_create_time, file_hash, file_modify_time, file_name, file_path, file_acl, file_size, process_guid, process_id, user, vendor_product
| COMPUTE total_events = count(), first_seen_time = minimum(event_time"
Linux Clipboard Data Copy,
PowerShell Invoke WmiExec Usage,"SEARCH events from PowerShell Script Block Logging where Event ID equals 4104
| FILTER events where ScriptBlockText contains the substring ""invoke-wmiexec"" (case-insensitive)
| APPLY default value ""unknown"" to missing fields: dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| GROUP by dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE eventCount = count of events, firstTime = earliest event timestamp, lastTime = latest event timestamp
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY environment-specific suppression filter to exclude known-benign entities or patterns
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, eventCount, firstTime, lastTime"
Windows Post Exploitation Risk Behavior,"SEARCH risk events containing fields: timestamp, calculated_risk_score, analyticstories, risk_object, risk_object_type, annotations.mitre_attack.mitre_tactic, annotations.mitre_attack.mitre_tactic_id, annotations.mitre_attack.mitre_technique_id, tag, source
| FILTER records where analyticstories contains the phrase ""Windows Post-Exploitation""
| GROUP records by risk_object, risk_object_type, annotations.mitre_attack.mitre_tactic
| COMPUTE for each group:
  - firstTime = minimum timestamp
  - lastTime = maximum timestamp
  - risk_score = sum of calculated_risk_score
  - risk_event_count = count of records in the group
  - tactic_ids = set of unique annotations.mitre_attack.mitre_tactic_id
  - mitre_tactic_id_count = count of unique values in tactic_ids
  - technique_ids = set of unique annotations.mitre_attack.mitre_technique_id
  - mitre_technique_id_count = count of unique values in technique_ids
  - tags = set of unique tag values
  - sources = set of unique source values
  - source_count = count of unique values in sources
| FORMAT firstTime and lastTime as human-readable timestamps
| FILTER groups where source_count >= 4
| OUTPUT risk_object, risk_object_type, annotations.mitre_attack.mitre_tactic, firstTime, lastTime, risk_score, risk_event_count, tactic_ids, mitre_tactic_id_count, technique_ids, mitre_technique_id_count, tags,"
Windows Modify Registry Tamper Protection,"SEARCH endpoint registry modification events (for example, Sysmon Event ID 13) |
FILTER events where registry_path contains ""\SOFTWARE\Microsoft\Windows Defender\Features\TamperProtection"" |
FILTER events where registry_value_data equals ""0x00000000"" (Tamper Protection disabled) |
GROUP events BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user |
COMPUTE count = number of events per group, firstTime = earliest event_time per group, lastTime = latest event_time per group |
CONVERT firstTime and lastTime to human-readable timestamps |
APPLY environment-specific allowlists to exclude known benign hosts, processes, or users (if defined) |
OUTPUT count, firstTime, lastTime, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user"
Web Servers Executing Suspicious Processes,
Detect Rundll32 Application Control Bypass - advpack,"SEARCH process-creation events from endpoint telemetry sources (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process telemetry) within the desired time range
| PARSE fields from each event: timestamp, host, vendor_product, action, process_name, process_path, executable_path, command_line, original_file_name, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_command_line,"
Cobalt Strike Named Pipes,"SEARCH events from Sysmon data where EventID is 17 or 18
| FILTER records where PipeName matches any of the following patterns (wildcard “*” matches any suffix):
  ""\\DserNamePipe*"", ""\\interprocess_*"", ""\\lsarpc_*"", ""\\mojo_*"", ""\\msagent_*"", ""\\MSSE-*"",
  ""\\netlogon_*"", ""\\ntsvcs*"", ""\\postex_*"", ""\\samr_*"", ""\\spoolss_*"", ""\\srvsvc_*"",
  ""\\status_*"", ""\\UIA_PIPE*"", ""\\win_svc*"", ""\\winsock*"", ""\\wkssvc_*""
| GROUP records BY dest, dvc, pipe_name, process_exec, process_guid, process_id, process_name, process_path, signature, signature_id, user_id, vendor_product, Image, PipeName
| COMPUTE count = number of records in group, firstTime = earliest timestamp in group, lastTime = latest timestamp in group
| DERIVE firstTime_readable = human-readable representation of firstTime, lastTime_readable = human-readable representation of lastTime
| OUTPUT dest, dvc, pipe_name, process_exec, process_guid, process_id, process_name, process_path, signature, signature_id, user_id, vendor_product, Image, PipeName, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Windows Identify PowerShell Web Access IIS Pool,"SEARCH Windows Security event logs |
FILTER records where event_id is one of [4648, 4624, 4625] |
FILTER records where subject_user_name equals ""pswa_pool"" |
PROJECT event_id, subject_user_name, target_user_name, computer, target_domain_name, process_name, logon_type, target_server_name |
AGGREGATE over all remaining records to compute:
- Connection Attempts = COUNT of records where event_id == 4648
- Successful Logons = COUNT of records where event_id == 4624
- Unsuccessful Logons = COUNT of records where event_id == 4625
- Unique Target Accounts = COUNT_DISTINCT(target_user_name)
- PSWA Host = DISTINCT_SET(computer)
- Unique Target Domains = COUNT_DISTINCT(target_domain_name)
- PSWA Process (raw) = DISTINCT_SET(process_name)
- Target Users List = DISTINCT_SET(target_user_name)
- Target Servers List = DISTINCT_SET(target_server_name)
- Logon Types = DISTINCT_SET(logon_type) |
DERIVE PSWA_Running = ""Yes"" |
DERIVE PSWA Process = FILENAME_FROM_PATH(FIRST_ELEMENT(PSWA Process (raw))) |
PROJECT PSWA_Running, PSWA Host, PSWA Process,"
Linux SSH Authorized Keys Modification,
Windows Query Registry UnInstall Program List,"SEARCH Windows Security Event logs |
FILTER events where EventCode equals 4663 |
FILTER events where object_file_path contains ""\Microsoft\Windows\CurrentVersion\Uninstall\"" |
GROUP events by object_file_name, object_file_path, process_name, process_path, process_id, EventCode, dest |
COMPUTE per group: count = number of events, firstTime = earliest event timestamp, lastTime = latest event timestamp |
COMPUTE firstTime_readable = convert_timestamp_to_readable(firstTime), lastTime_readable = convert_timestamp_to_readable(lastTime) |
FILTER exclude groups matching organization-defined allowlists or expected processes/paths (optional) |
OUTPUT object_file_name, object_file_path, process_name, process_path, process_id, EventCode, dest, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Executables Or Script Creation In Temp Path,
Suspicious Image Creation In Appdata Folder,
Windows Unusual Count Of Invalid Users Fail To Auth Using Kerberos,"SEARCH Windows Security events with event_id equals 4768 within a defined time range
| FILTER records where kerberos_failure_code equals ""0x6"" OR failure_reason contains ""user not found""
| PARSE fields to extract timestamp, user, domain, client_address, workstation_name, kerberos_failure_code
| FILTER to a specific user if a user parameter is provided (user equals provided_user)
| DERIVE source_endpoint as client_address if present, otherwise use workstation_name
| GROUP records by source_endpoint over a sliding time window (for example, 15 minutes) and COMPUTE:
    - distinct_user_count as the number of unique user values
    - attempt_count as the total number of records
    - users_sample as a limited list or set of distinct users
    - first_seen as the earliest timestamp
    - last_seen as the latest timestamp
| FILTER grouped results where distinct_user_count is greater than or equal to a configurable threshold (for example, 5)
| SORT results by distinct_user_count descending, then attempt_count descending
| OUTPUT source_endpoint, distinct_user_count, attempt_count, users_sample, first_seen, last_seen"
XSL Script Execution With WMIC,"SEARCH endpoint process creation events with fields: event_time, host, user, user_id, vendor_product, action, process_name, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_command_line, parent_process_exec, process_exec
| FILTER action indicates a process start or creation
| FILTER process executable is WMIC by requiring any of:
  - process_name equals ""wmic.exe""
  - original_file_name equals ""wmic.exe""
  - process_path ends with ""\wmic.exe"" or ""/wmic.exe""
| FILTER process_command_line contains the token sequence ""os get""
| FILTER process_command_line contains the token ""/format:""
| FILTER process_command_line contains the substring "".xsl""
| GROUP BY host, action, vendor_product, user, user_id, process_name, process_path, process_exec, process_command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_path, parent_process_exec, parent_process_id, parent_process_guid
  AGGREGATE count as event_count, minimum event_time as first_time, maximum event_time as last_time
| DERIVE first_seen as human-readable timestamp from first_time, last_seen as human-readable timestamp from last_time
| APPLY optional allowlist/suppression rules to exclude known-benign WMIC XSL usage (if defined by the environment)
| OUTPUT event_count, first_seen, last_seen, host, action, vendor_product, user, user_id, process_name, process_path, process_exec, process_command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_path, parent_process_exec, parent_process_id, parent_process_guid"
Windows Increase in User Modification Activity,
Linux Auditd Virtual Disk File And Directory Discovery,"SEARCH Linux Auditd process execution (execve) events |
FILTER events where command_line contains ""find"" OR command_line contains ""grep"" |
FILTER events where command_line also contains any of "".vhd"", "".vhdx"", "".vmdk"" |
SELECT fields: timestamp, host, executable_path, command_name, command_line, argument_count |
GROUP events by host, command_line, argument_count |
COMPUTE total_events = count of events, first_time = earliest timestamp, last_time = latest timestamp per group |
FORMAT first_time and last_time to human-readable strings |
APPLY environment-specific allowlists to exclude known benign hosts, processes, or command patterns if defined |
OUTPUT host, command_line, argument_count, total_events, first_time, last_time, executable_path, command_name"
Windows AppLocker Block Events,"SEARCH Windows AppLocker event logs | FILTER events where EventCode is one of [8007, 8004, 8022, 8025, 8029, 8040] | PARSE the structured XML in field UserData_Xml to extract nested attributes | FLATTEN attributes under RuleAndFileData into top-level fields | DERIVE user = TargetUser and dest = Computer | GROUP BY dest, PolicyName, RuleId, user, TargetProcessId, FilePath, FullFilePath, EventCode AGGREGATE count as eventCount, minimum timestamp as firstTime, maximum timestamp as lastTime | ENRICH by joining on EventCode with a reference mapping of AppLocker event codes to Description | FORMAT firstTime and lastTime into human-readable timestamps | APPLY optional environment-specific suppression/allowlist filters if configured | OUTPUT dest, PolicyName, RuleId, user, TargetProcessId, FilePath, FullFilePath, EventCode, Description, eventCount, firstTime, lastTime"
Rundll32 CreateRemoteThread In Browser,"SEARCH Windows endpoint telemetry for remote thread creation events (CreateRemoteThread, EventID = 8) from Sysmon-like data, including timestamp and fields: EventID, Guid, NewThreadId, ProcessID, SecurityID, SourceImage, SourceProcessGuid, SourceProcessId, StartAddress, StartFunction, StartModule, TargetImage, TargetProcessGuid, TargetProcessId, UserID, host/device identifier, parent process metadata (name, path, id, guid, executable), process metadata (name, path, id, guid, executable), code signature metadata (signature, signature_id), user identifiers, and vendor/product identifiers
| FILTER records where SourceImage path ends with ""rundll32.exe"" (case-insensitive match)
| FILTER records where TargetImage process name is one of [""firefox.exe"", ""chrome.exe"", ""iexplore.exe"", ""microsoftedgecp.exe""] (case-insensitive match)
| GROUP BY EventID, Guid, NewThreadId, ProcessID, SecurityID, SourceImage, SourceProcessGuid, SourceProcessId, StartAddress, StartFunction, StartModule, TargetImage, TargetProcessGuid, TargetProcessId, UserID, host/device identifier, parent process name, parent process path, parent process id, parent process guid, parent process executable, process name, process path, process id, process guid, process executable, signature, signature_id, user identifiers, vendor/product identifiers AGGREGATE count = COUNT(events"
Wmiprsve LOLBAS Execution Process Spawn,
Get ADDefaultDomainPasswordPolicy with Powershell,
Detect Regasm with Network Connection,"SEARCH endpoint network-connection events from Sysmon with event_id = 3 | FILTER process_name equals ""regasm.exe"" | FILTER dest_ip not in private address ranges 10.0.0.0/8, 172.16.0.0/12, and 192.168.0.0/16 | GROUP BY action, app, dest, dest_ip, dest_port, direction, dvc, protocol, protocol_version, src, src_ip, src_port, transport, user, vendor_product, process_name, process_exec, process_guid, process_id | COMPUT"
Windows Compatibility Telemetry Suspicious Child Process,"SEARCH process-creation telemetry from Windows Security Event 4688, Sysmon Event ID 1, and EDR process data; include fields: event_time, action, host, vendor_product, user, user_id, original_file_name, process_name, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_command_line, parent_process_id, parent_process_guid
| FILTER records where parent_process_name equals ""CompatTelRunner.exe""
| FILTER records where process_command_line contains "" -cv:""
| FILTER records where process_command_line does not contain "" -m:""
| GROUP BY action, host, vendor_product, user, user_id, original_file_name, parent_process_name, parent_process_path, parent_process_command_line, parent_process_id, parent_process_guid, process_name, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level
| DERIVE count = number of records in group, first_seen_time = minimum(event_time), last_seen_time = maximum(event_time)
| FORMAT first_seen_time and last_seen_time as human-readable timestamps (e.g., ISO 8601)
"
Windows Vulnerable Driver Loaded,"SEARCH events from Windows Sysmon driver load telemetry
| FILTER where EventCode equals 6
| GROUP BY ImageLoaded, dest, dvc, process_hash, process_path, signature, signature_id, user_id, vendor_product AGGREGATE count as event_count, earliest(_time) as firstTime, latest(_time) as lastTime
| ENRICH USING dataset ""loldrivers"" ON driver_name = ImageLoaded ADD is_driver, driver_description
| FILTER where is_driver equals true
| FORMAT convert firstTime and lastTime to human-readable timestamps as firstTime_readable, lastTime_readable
| OUTPUT ImageLoaded, dest, dvc, process_hash, process_path, signature, signature_id, user_id, vendor_product, event_count, firstTime, lastTime, firstTime_readable, lastTime_readable, is_driver, driver_description"
Windows AutoIt3 Execution,"SEARCH endpoint process-creation events from relevant telemetry sources within the desired time range |
FILTER events where process_name equals ""autoit3.exe"" OR process_name matches the pattern ""autoit*.exe"" OR original_file_name equals ""autoit3.exe"" OR original_file_name matches the pattern ""autoit*.exe"" |
GROUP events by action, dest (host), original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product |
COMPUTE event_count = count of events per group, first_seen = minimum event timestamp per group, last_seen = maximum event timestamp per group |
FORMAT first_seen and last_seen as human-readable timestamps |
APPLY optional environment-specific exclusion filters to remove known benign or approved AutoIt usage |
OUTPUT grouped fields with event_count, first_seen, and last_seen"
SecretDumps Offline NTDS Dumping Tool,
Windows Domain Admin Impersonation Indicator,
Microsoft Defender ATP Alerts,
Windows System Binary Proxy Execution Compiled HTML File Decompile,"SEARCH process execution events from data sources: Sysmon Event ID 1, Windows Security 4688, CrowdStrike process telemetry |
FILTER events to those representing process creation or start |
FILTER where executable_name equals ""hh.exe"" OR original_file_name equals ""hh.exe"" OR executable_path ends with ""\hh.exe"" (case-insensitive comparison) |
FILTER where command_line contains the token ""-decompile"" (case-insensitive, treat as a standalone parameter if possible) |
GROUP by action, host/device, vendor_product, user, user_id, executable_name, executable_path, command_line, executable_hash, process_id, process_guid, process_integrity_level, parent_executable_name, parent_executable_path, parent_process_id, parent_process_guid, parent_command_line |
COMPUTE event_count per group, first_time = minimum event time per group, last_time = maximum event time per group |
COMPUTE first_time_readable = convert first_time to human-readable timestamp, last_time_readable = convert last_time to human-readable timestamp |
APPLY environment-specific suppression filters (for known benign hh.exe -decompile usage) if defined |
OUTPUT all grouped fields plus event_count, first_time_readable, last_time_readable"
Kerberos Pre-Authentication Flag Disabled in UserAccountControl,
Crowdstrike Medium Severity Alert,
Disable Defender Spynet Reporting,
Windows Modify System Firewall with Notable Process Path,"SEARCH process creation and process activity events from:
- Windows Sysmon Event ID 1
- Windows Security Event ID 4688
- EDR process telemetry (e.g., CrowdStrike ProcessRollup2)
within the analysis time window
|
PARSE each event to extract:
- timestamp
- destination_host
- user, user_id
- vendor_product
- action (process event action)
- process_name, process_path, process_executable, process_id, process_guid, process_hash, process_integrity_level, process_command_line
- parent_process_name, parent_process_path, parent_process_exec, parent_process_id, parent_process_guid, parent_process (full command line if available)
- original_file_name (if present)
|
FILTER records where process_command_line contains all of the tokens (case-insensitive): ""firewall"", ""allow"", ""add"", ""enable""
|
FILTER records where process_command_line contains any of the following path substrings (case-insensitive; treat / and \ equivalently):
- ""\windows\fonts\""
- ""\windows\temp\""
- ""\users\public\""
- ""\windows\debug\""
- ""\users\administrator\music\""
- ""\windows\servicing\""
- ""\users\default\""
- ""recycle.bin""
- ""\windows\media\""
- ""\windows\repair\""
- ""\temp\""
- ""\perflogs\""
|
GROUP records by:
- action
- destination_host
- original_file_name
- parent_process (full command line if available)
- parent_process_exec
- parent_process_guid
- parent_process_id
- parent_process_name
- parent_process_path
- process_command_line
- process_executable
- process_guid
- process_hash
- process_id
- process_integrity_level
- process_name
- process_path
- user
- user_id
- vendor_product
|
COMPUTE for each group"
Windows Chromium Browser No Security Sandbox Process,
Linux System Reboot Via System Request Key,
Linux Puppet Privilege Escalation,
Windows Default Group Policy Object Modified,"SEARCH Windows Security Event Logs (Directory Service Changes) |
FILTER events where event_id equals 5136 |
FILTER events where object_class equals ""groupPolicyContainer"" |
FILTER events where attribute_name equals ""versionNumber"" |
FILTER events where object_dn matches either:
- ""CN={31B2F340-016D-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=*""
- ""CN={6AC1786C-016F-11D2-945F-00C04FB984F9},CN=POLICIES,CN=SYSTEM,DC=*""
(DC=* indicates any domain components) |
SELECT fields: event_time, object_dn, subject_user_sid, attribute_value, computer, ds_name, destination |
GROUP records by object_dn, subject_user_sid, attribute_value, computer, ds_name, destination |
COMPUTE firstTime = earliest(event_time) per group, lastTime = latest(event_time) per group |
RENAME attribute_value to versionNumber |
DERIVE firstTime_readable = human_readable_timestamp(firstTime), lastTime_readable = human_readable_timestamp(lastTime) |
APPLY suppression to remove groups matching known benign change lists or maintenance windows (if available) |
OUTPUT object_dn, subject_user_sid, versionNumber, computer, ds_name, destination, firstTime, lastTime, firstTime_readable, lastTime_readable"
Cisco NVM - Rundll32 Abuse of MSHTML.DLL for Payload Download,
Windows New Service Security Descriptor Set Via Sc.EXE,
MS Exchange Mailbox Replication service writing Active Server Pages,"SEARCH process telemetry events
| FILTER process_name equals ""MSExchangeMailboxReplication.exe""
| DERIVE time_bucket = truncate(event_time to 1 hour)
| SELECT host, process_id, process_guid, process_name, time_bucket
| JOIN ON host AND (process_guid if available else process_id else time_bucket) [
    SEARCH file creation/write telemetry events
    | FILTER file_path contains any of [""\HttpProxy\owa\auth\"", ""\inetpub\wwwroot\aspnet_client\"", ""\HttpProxy\OAB\""] AND file_name ends with "".aspx""
    | DERIVE time_bucket = truncate(event_time to 1 hour)
    | DERIVE file_create_time = coalesce(file_create_time, event_time)
    | SELECT host, file_create_time, file_name, file_path, process_id, process_guid, time_bucket
  ]
| DEDUP by host, file_create_time, file_path
| SELECT host as dest, file_create_time, file_name, file_path, process_name
| OUTPUT results"
Process Deleting Its Process File Path,
Windows PowerShell Process With Malicious String,
Windows Cached Domain Credentials Reg Query,
Windows Known GraphicalProton Loaded Modules,
Remote Process Instantiation via DCOM and PowerShell,
Windows File Share Discovery With Powerview,"SEARCH PowerShell Script Block Logging events where EventCode equals 4104 |
FILTER events where ScriptBlockText matches pattern ""Invoke-ShareFinder*"" |
REPLACE missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with a placeholder value |
GROUP events BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText |
COMPUTE count = number of events per group, firstTime = earliest event timestamp per group, lastTime = latest event timestamp per group |
DERIVE firstTime_readable = convert firstTime to human-readable format, lastTime_readable = convert lastTime to human-readable format |
FILTER out groups matching known-benign allowlists or exclusions for legitimate administrative use (if defined) |
OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Clop Ransomware Known Service Name,"SEARCH Windows System Event Logs for service creation events (event_id = 7045)
| FILTER records where service_name is any of [""SecurityCenterIBM"", ""WinCheckDRVs""]
| GROUP records BY computer, event_id, service_name, start_type, service_type
| COMPUTE count = number of records in group, first_seen_time = minimum event_time in group, last_seen_time = maximum event_time in group
| DERIVE first_seen_time_readable = convert_timestamp_to_readable(first_seen_time), last_seen_time_readable = convert_timestamp_to_readable(last_seen_time)
| APPLY environment-specific allowlists or suppression rules to exclude known benign computers or services if defined
| OUTPUT computer, event_id, service_name, start_type, service_type, count, first_seen_time, last_seen_time, first_seen_time_readable, last_seen_time_readable"
Windows Account Discovery With NetUser PreauthNotRequire,"SEARCH events from PowerShell Script Block Logging where event identifier equals 4104 |
FILTER events where script block text contains ""Get-NetUser"" AND contains ""-PreauthNotRequire"" |
REPLACE missing values in [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with an empty string to ensure consistent grouping |
GROUP events BY [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] |
AGGREGATE compute total events as count, earliest event timestamp as firstTime, and latest event timestamp as lastTime for each group |
FORMAT firstTime and lastTime as human-readable timestamps |
APPLY optional allowlist/suppression rules to exclude known benign activity |
OUTPUT [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime]"
Dump LSASS via procdump,"SEARCH endpoint process-creation/telemetry events from Sysmon 1, Windows Security 4688, and EDR process data |
PARSE fields: event_time, host, vendor_product, action, user, user_id, process_name, original_file_name, process_path, process_exec, process_command_line, process_id, process_guid, process_hashes, process_integrity_level, parent_process_name, parent_process_path, parent_process_exec, parent_process_id, parent_process_guid |
DERIVE normalized_command_line = lowercase(process_command_line), normalized_process_name = lowercase(process_name), normalized_original_name = lowercase(original_file_name), normalized_process_path = lowercase(process_path) |
FILTER records where normalized_process_name contains ""procdump"" OR normalized_original_name = ""procdump.exe"" OR normalized_process_path contains ""\procdump.exe"" |
FILTER records where normalized_command_line contains "" -ma "" OR normalized_command_line contains "" -mm "" (allow for leading/trailing spaces and argument order) |
FILTER records where normalized_command_line contains ""lsass"" (e.g., ""lsass"" or ""lsass.exe"") |
GROUP BY action, host, vendor_product, user, user_id, original_file_name, parent_process_name, parent_process_path, parent_process_exec, parent_process_guid, parent_process_id, process_name, process_path, process_exec, process_command_line, process_guid, process_hashes, process_id, process_integrity_level |
COMPUTE count = number of events in group, first_seen_time = minimum(event_time), last_seen_time = maximum(event_time) |
FORMAT first_seen_time and last_seen_time to human-readable timestamps |
APPLY optional allowlist/suppression filters for known/approved use of procdump targeting lsass |
OUTPUT grouped records with count, first_seen_time, last_seen_time, and all grouping fields"
Get ADUserResultantPasswordPolicy with Powershell Script Block,"SEARCH PowerShell Script Block Logging events | FILTER where EventCode equals 4104 | FILTER where ScriptBlockText contains the string ""Get-ADUserResultantPasswordPolicy"" | HANDLE NULLS by replacing missing values in fields [dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText] with a placeholder | GROUP records BY dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText | COMPUTE event_count as the number of records per group, firstTime as the minimum timestamp per group, lastTime as the maximum timestamp per group | FORMAT firstTime and lastTime into human-readable timestamps | APPLY environment-specific suppression filters to remove known benign or authorized activity (optional) | OUTPUT grouped fields plus event_count, firstTime, lastTime"
