name,response
Windows SIP WinVerifyTrust Failed Trust Validation,"SEARCH Windows CryptoAPI (CAPI2) Operational event logs
| FILTER records where EventID equals 81
| FILTER records where the event text contains the phrase ""The digital signature of the object did not verify.""
| PARSE XML from field UserData_Xml into discrete attributes (keep both the raw XML and extracted fields)
| GROUP records by Computer and the raw UserData_Xml payload
| COMPUTE for each group: count of records, minimum event time as firstTime, maximum event time as lastTime
| SELECT Computer, firstTime, lastTime, count, UserData_Xml, and any parsed XML attributes
| APPLY any environment-specific allowlists or suppression rules if available
| OUTPUT the resulting grouped records"
Disable Registry Tool,
Randomly Generated Windows Service Name,"SEARCH Windows System log events where EventCode equals 7045 |
PARSE fields: EventCode, ComputerName, Service_Name, Service_Start_Type, Service_Type, Service_File_Name |
DERIVE entropy_score = ShannonEntropy(Service_Name) |
FILTER records where entropy_score > 3 |
SELECT EventCode, ComputerName, Service_Name, entropy_score, Service_Start_Type, Service_Type, Service_File_Name |
OUTPUT results"
Windows File and Directory Permissions Remove Inheritance,"SEARCH process creation events from sources: Sysmon Event ID 1, Windows Security Event ID 4688 within the analysis time range
| PARSE fields from each event: timestamp, host, user, user_id, product, action, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, original_file_name, parent_process_name, parent_process_id, parent_process_path, parent_process_guid
| FILTER events where process_name is one of [""icacls.exe"", ""cacls.exe"", ""xcacls.exe""]
| FILTER events where command_line contains the substring ""/inheritance:r"" (case-insensitive)
| GROUP records by: action, host, original_file_name, parent_process_name, parent_process_id, parent_process_path, parent_process_guid, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, user, user_id, product
| COMPUTE firstTime = minimum(timestamp) per group, lastTime = maximum(timestamp) per group
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY optional environment-specific allowlists or exclusions to reduce known benign administrative activity
| OUTPUT for each group: firstTime, lastTime, action, host, original_file_name, parent_process_name, parent_process_id, parent_process_path, parent_process_guid, process_name, process_path, command_line, process_id, process_guid, process_hash, process_integrity_level, user, user_id, product"
Detect Renamed 7-Zip,"SEARCH process execution events from endpoint telemetry (e.g., Sysmon, Windows Security, EDR) within the desired time range |
FILTER events where original_file_name matches pattern ""7z*.exe"" (case-insensitive) |
FILTER events where process_name does NOT match pattern ""7z*.exe"" (case-insensitive) |
GROUP by process_action, host, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product |
AGGREGATE count as event_count, minimum event_time as first_seen_time, maximum event_time as last_seen_time |
COMPUTE human_readable_first_seen_time from first_seen_time, human_readable_last_seen_time from last_seen_time |
APPLY optional environment-specific allowlists to exclude known benign renamed 7-Zip executions (e.g., by file path, hash, signer, or host) |
OUTPUT event_count, first_seen_time, last_seen_time, human_readable_first_seen_time, human_readable_last_seen_time, and all grouped context fields"
Windows AD AdminSDHolder ACL Modified,
Suspicious IcedID Rundll32 Cmdline,"SEARCH endpoint process execution events within the analysis time range

FILTER events where process_name equals ""rundll32.exe"" OR original_file_name equals ""rundll32.exe"" (case-insensitive)

FILTER events where process_command_line contains the argument pattern ""/i:"" followed by any value (case-insensitive)

PARSE the following fields from remaining"
Windows Cisco Secure Endpoint Unblock File Via Sfc,
Windows AD Domain Controller Audit Policy Disabled,
GetLocalUser with PowerShell,"SEARCH endpoint process creation/execution events from data sources: Sysmon Event ID 1, Windows Security 4688, and EDR process telemetry (e.g., CrowdStrike ProcessRollup2) |
FILTER events where process_name equals ""powershell.exe"" (case-insensitive) |
FILTER events where process command line contains ""Get-LocalUser"" (case-insensitive) |
GROUP events BY action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product |
COMPUTE count of events per group; firstTime as the earliest event_time per group; lastTime as the latest event_time per group |
FORMAT firstTime and lastTime as human-readable timestamps |
OUTPUT all group-by fields plus count, firstTime, lastTime"
Windows File Transfer Protocol In Non-Common Process Path,"SEARCH Windows Sysmon network connection events where event_id = 3
| PARSE fields: event_time, action, app, dest, dest_ip, dest_port, direction, dvc, protocol, protocol_version, src, src_ip, src_port, transport, user, vendor_product, process_name, process_exec, process_guid, process_id, destination_port_name
| FILTER (destination_port_name = ""ftp"" OR dest_port = 21)
| DERIVE process_path_lower = LOWER(process_exec)
| FILTER process_path_lower does NOT match any of: ""*\program files*"", ""*\windows\system32\*"", ""*\windows\syswow64\*"" (case-insensitive)
| GROUP BY action, app, dest, dest_ip, dest_port, direction, dvc, protocol, protocol_version, src, src_ip, src_port, transport, user, vendor"
Detect AzureHound Command-Line Arguments,"SEARCH process execution telemetry from endpoint and OS audit logs (e.g., Sysmon, Windows Security 4688, EDR) |
FILTER events where process_command_line contains the substring ""invoke-azurehound"" (case-insensitive) |
GROUP events by action, host, original_file_name, parent_process_command_line, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process_command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product |
COMPUTE event_count = count of events per group, first_seen_time = minimum event_time per group, last_seen_time = maximum event_time per group |
DERIVE first_seen_time_readable and last_seen_time_readable from first_seen_time and last_seen_time |
APPLY organization_defined_exclusions to remove known benign or test activity |
OUTPUT all grouping fields plus event_count, first_seen_time_readable, last_seen_time_readable"
Linux Auditd Sysmon Service Stop,"SEARCH events from the Linux Auditd Service Stop data source
| FILTER records where field ""type"" equals ""SERVICE_STOP""
| FILTER records where field ""unit"""
Windows Modify Registry DontShowUI,"SEARCH registry modification events from endpoint telemetry (e.g., Windows registry value set/create events) with fields: timestamp, host, user, process_id, process_guid, action/operation, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, vendor_product
| FILTER registry_path contains ""\SOFTWARE\Microsoft\Windows\Windows Error Reporting\DontShowUI"" (case-insensitive)
| FILTER registry_value_data equals 0x00000001 or equals 1
| FILTER action/operation indicates a modification (e.g., SetValue, CreateValue, Write) if such a field exists
| GROUP BY host, process_guid, process_id, action/operation, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| COMPUTE event_count = count(), firstTime = min(timestamp), lastTime = max(timestamp)
| DERIVE firstTime_readable = format_timestamp(firstTime), lastTime_readable = format_timestamp(lastTime)
| OUTPUT event_count, firstTime, lastTime, first"
Windows Modify Registry Regedit Silent Reg Import,
Windows DisableAntiSpyware Registry,"SEARCH endpoint registry value modification events from Windows hosts (e.g., data capturing registry value set operations) | FILTER records where registry_value_name equals ""DisableAntiSpyware"" | FILTER records where registry_value_data equals ""0x00000001"" | GROUP events by action, destination_host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product | COMPUTE count_of_events per group, firstTime as minimum event_time per group, lastTime as maximum event_time per group | FORMAT firstTime and lastTime as human-readable timestamps | SELECT destination_host, action, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, count_of_events, firstTime, lastTime | APPLY optional environment-specific allowlists or suppression rules to remove known legitimate changes | OUTPUT aggregated results per group"
Windows Server Software Component GACUtil Install to GAC,"SEARCH process creation telemetry from EDR agents and Windows process start logs
| FILTER event_type equals ""process_start"" (if such a field exists)
| FILTER process_name equals ""gacutil.exe"" (case-insensitive)
| FILTER command_line contains an install flag for GAC: match either "" -i "" or "" /i "" (case-insensitive; ensure flag is tokenized by whitespace or start-of-line)
| GROUP BY action, host, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_exec, command_line, process_exec_path, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE event_count = count(), first_seen_time = min(event_time), last_seen_time = max(event_time)
| DERIVE first_seen_time_readable = format_timestamp(first_seen_time), last_seen_time_readable = format_timestamp(last_seen_time)
| APPLY environment-specific allowlist/suppression to exclude known administrative or build-server use of gacutil
| OUTPUT host, process_name, command_line, event_count, first_seen_time, last_seen_time, first_seen_time_readable, last_seen_time_readable, action, original_file_name, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_exec, process_exec_path, process_guid, process_hash, process_id, process_integrity_level, process_path, user, user_id, vendor_product"
Windows Autostart Execution LSASS Driver Registry Modification,
Wbemprox COM Object Execution,"SEARCH Sysmon module-load events (Event ID 7) |
FILTER events where the loaded module path (ImageLoaded) case-insensitively ends with any of: ""fastprox.dll"", ""wbemprox.dll"", ""wbemcomn.dll"" |
FILTER out events where process_name is any of: ""wmiprvse.exe"", ""WmiApSrv.exe"", ""unsecapp.exe"" |
FILTER out events where the process image path (Image) contains any of the following directory segments (case-insensitive): ""\windows\"", ""\program files"", ""\wbem\"" |
FILL NULLS with empty string for fields used downstream: Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product |
GROUP records BY Image, ImageLoaded, dest, loaded_file, loaded_file_path, original_file_name, process_exec, process_guid, process_hash, process_id, process_name, process_path, service_dll_signature_exists, service_dll_signature_verified, signature, signature_id, user_id, vendor_product and COMPUTE event_count = COUNT(), firstTime = MIN(event_time), lastTime = MAX(event_time) |
FORMAT firstTime and lastTime as human-readable timestamps |
APPLY environment-specific exclusion filter to remove known benign patterns (if available) |
OUTPUT the grouped fields plus event_count, firstTime, lastTime"
Windows MSIExec Spawn WinDBG,"SEARCH process execution events from endpoint telemetry (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process data) within the desired time range
| PARSE each event to extract fields: event_time, action, host/dest, user, user_id, vendor_product, process_name, process_path, process_id, process_guid, process_exec (command line), process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process, parent_process_exec, original_file_name
| FILTER process creation events if an action/type field is available that distinguishes process starts
| FILTER where parent_process_name equals ""msiexec.exe"" (case-insensitive)
| FILTER where process_name equals ""windbg.exe"" (case-insensitive)
| GROUP BY action, host/dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE count = number of events in each group, first_time = earliest event_time in group, last_time = latest event_time in group
| FORMAT first_time and last_time into human-readable timestamps (retain raw values as well)
| APPLY optional environment-specific allowlists to exclude known benign cases (e.g., specific hosts, users, or signed/known-good paths)
| OUTPUT count, first_time, last_time, formatted timestamps, and all grouping fields for investigation"
Disable Windows SmartScreen Protection,"SEARCH endpoint registry modification events within the selected time range
| FILTER events where registry_path (case-insensitive) CONTAINS ""\SOFTWARE\Microsoft\Windows\CurrentVersion\Explorer\SmartScreenEnabled"" OR CONTAINS ""\Microsoft\Windows\System\EnableSmartScreen""
| FILTER events where registry_value_data EQUALS ""Off"" OR EQUALS ""0""
| SELECT fields: event_time, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| COMPUTE count_of_events, earliest(event_time) AS firstTime, latest(event_time) AS lastTime
| DERIVE firstTime_readable FROM firstTime, lastTime_readable FROM lastTime
| APPLY optional allowlist or suppression rules to remove known benign modifications
| OUTPUT grouped records with count_of_events, firstTime, lastTime, firstTime_readable, lastTime_readable and all selected fields"
Detect RTLO In File Name,
Linux Obfuscated Files or Information Base64 Decode,"SEARCH endpoint process execution events from Linux hosts
| FILTER process.path ends_with ""/base64"" OR process.name == ""base64""
| FILTER process.command_line CONTAINS ""-d""
| GROUP BY action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| COMPUTE count = COUNT(), first_time = MIN(event_time), last_time = MAX(event_time)
| DERIVE first_time_readable = TO_READABLE_TIME(first_time), last_time_readable = TO_READABLE_TIME(last_time)
| APPLY EXCLUSION_FILTERS for known benign base64 decode usage (e.g., approved scripts, administrative tools, trusted paths, known service accounts)
| OUTPUT action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path"
Linux System Network Discovery,"SEARCH endpoint process creation events from Linux hosts within the analysis period
| FILTER events where process_name is one of [""arp"", ""ifconfig"", ""ip"", ""netstat"", ""firewall-cmd"", ""ufw"", ""iptables"", ""ss"", ""route""]
| DERIVE time_bucket as the 30-minute interval start for each event timestamp
| GROUP events by time_bucket, host (destination device), and user
| AGGREGATE per group:
  - count_total_events = total number of events
  - first_time = earliest event timestamp
  - last_time = latest event timestamp
  - process_name_count = distinct count of process_name
  - process_names = unique list of process_name
  - actions = unique list of action values (if present)
  - original_file_names = unique list of original file names (if present)
  - parent_processes = unique list of parent process command lines (if present)
  - parent_executables = unique list of parent executable paths (if present)
  - parent_process_ids = unique list of parent process IDs
  - parent_process_names = unique list of parent process names
  - parent_process_paths = unique list of parent process paths
  - process_command_lines = unique list of process command lines
  - process_executables = unique list of process executable paths
  - process_hashes = unique list of process hashes (if present)
  - process_ids = unique list of process IDs
  - process_integrity_levels = unique list of integrity levels (if present)
  - users = unique list of users
  - user_ids = unique list of user IDs
| FILTER groups where process_name_count >= 4
| FORMAT first_time and last_time into human-readable timestamps
| OUTPUT time_bucket, host, user, process_name_count, process_names, count_total_events, first_time, last_time, and the aggregated process/parent context fields"
Common Ransomware Extensions,
Notepad with no Command Line Arguments,"SEARCH process creation events from endpoint and operating system telemetry (e.g., EDR, Sysmon, Windows Security) |
PARSE fields: event_time, device, user, user_id, vendor_product, action, process_id, process_guid, process_name, process_path, process_exec, process_hash, process_integrity_level, command_line (full process command), original_file_name, parent_process_id, parent_process_guid, parent_process_name, parent_process_path, parent_process (full parent command), parent_process_exec |
FILTER process_name equals ""notepad.exe"" (case-insensitive) |
FILTER action is not equal to ""blocked"" (if action field exists) |
FILTER command_line matches a case-insensitive pattern that ends with ""notepad.exe"" and contains no additional arguments beyond the executable name (allow up to a few trailing non-argument characters such as spaces or quotes) |
GROUP BY action, device, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, command_line, process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product |
COMPUTE count = number of events in each group; first_time = minimum event_time; last_time = maximum event_time |
FORMAT first_time and last_time as human-readable timestamps |
OUTPUT count, first_time, last_time, and all group-by fields"
Windows InstallUtil Credential Theft,
Linux Deletion of SSL Certificate,"SEARCH filesystem activity events
| FILTER where action equals ""deleted""
|"
Windows Network Share Interaction Via Net,"SEARCH process creation events from endpoint telemetry (e.g., Sysmon ProcessCreate, Windows Security 4688, EDR process data) within the desired time range
| PARSE fields: timestamp, device/host, user, user_id, vendor_product, process_name, original_file_name, image_path, command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_image_path, parent_command_line, parent_process_id, parent_process_guid, action
| FILTER events where (process_name equals ""net.exe"" OR original_file_name equals ""net.exe"" OR image_path ends with ""\net.exe"") using case-insensitive comparison
| FILTER events where command_line contains "" use "" OR command_line contains "" view"" using case-insensitive substring match
| GROUP records by: action, device/host, original_file_name, parent_process_name, parent_image_path, parent_process_id, parent_process_guid, parent_command_line, process_name, image_path, process_id, process_guid, process_hash, process_integrity_level, command_line, user, user_id, vendor_product
| COMPUTE event_count = number of records in group, first_seen = minimum timestamp in group, last_seen = maximum timestamp in group
| FORMAT first_seen and last_seen into human-readable timestamps
| APPLY environment-specific allowlists or exclusions if available (e.g., known administrative scripts or management tools legitimately invoking ""net use"" or ""net view"")
| OUTPUT the grouped records with fields: first_seen, last"
GetNetTcpconnection with PowerShell Script Block,"SEARCH PowerShell Script Block Logging events over the selected time range
| FILTER records where EventID equals 4104
| FILTER records where ScriptBlockText contains the substring ""Get-NetTcpconnection"" (case-insensitive)
| FILL missing values for all fields used in grouping with a placeholder to prevent null-related grouping issues
| GROUP records by dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText
| COMPUTE count = number of records per group, firstTime = earliest event time in group, lastTime = latest event time in group
| DERIVE firstTimeReadable = human-readable representation of firstTime, lastTimeReadable = human-readable representation of lastTime
| APPLY optional allowlist/suppression to exclude known benign hosts, users, scripts, or paths if defined
| OUTPUT dest, signature, signature_id, user_id, vendor_product, EventID, Guid, Opcode, Name, Path, ProcessID, ScriptBlockId, ScriptBlockText, count, firstTime, lastTime, firstTimeReadable, lastTimeReadable"
Linux Add Files In Known Crontab Directories,"SEARCH filesystem activity events from endpoint telemetry within the desired time range
| FILTER file_path is under any of the following directories: ""/etc/cron*"" OR ""/var/spool/cron/*""
| FILTER (if available) event_id equals 11 to focus on file creation events
| GROUP BY action, dest_host, file_access_time, file_create_time, file_modify_time, file_name, file_path, file_hash, file_acl, file_size, process_guid, process_id, user, vendor_product
| COMPUTE count = number of events in each group, firstTime = earliest event time in group, lastTime = latest event time in group
| DERIVE firstTime_readable = human-readable representation of firstTime, lastTime_readable = human-readable representation of lastTime
| APPLY optional allowlist to"
GetAdComputer with PowerShell,"SEARCH process-creation events within the selected time range from data sources: [Sysmon Event ID 1], [Windows Security 4688], and [EDR process telemetry such as CrowdStrike ProcessRollup2]
| FILTER records where process_name equals ""powershell.exe"" (case-insensitive)
| FILTER records where command_line contains the substring ""Get-AdComputer"" (case-insensitive)
| SELECT the following fields (if available): event_time, action, dest_host,"
Windows Excessive Disabled Services Event,
Disabling Defender Services,"SEARCH registry value modification events from endpoint telemetry
| PARSE fields: event_time, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_data, registry_value_type, status, user, vendor_product
| FILTER (case-insensitive) registry_path contains ""\System\CurrentControlSet\Services\""
| FILTER (case-insensitive) registry_path contains any of [""WdBoot"", ""WdFilter"", ""WdNisDrv"", ""WdNisSvc"", ""WinDefend"", ""SecurityHealthService""]
| FILTER registry_value_name equals ""Start""
| FILTER registry_value_data equals ""0x00000004""
| GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| COMPUTE count = number_of_events, firstTime = earliest(event_time), lastTime = latest(event_time)
| FILTER registry_value_data is not null
| DERIVE firstTime_readable = format_timestamp(firstTime), lastTime_readable = format_timestamp(lastTime)
| OUTPUT action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product, count, firstTime, lastTime, firstTime_readable, lastTime_readable"
Detect SharpHound Command-Line Arguments,
Domain Controller Discovery with Nltest,"SEARCH endpoint process creation events from data sources: Sysmon Event ID 1, Windows Security 4688, and EDR process telemetry |
PARSE fields: timestamp, device, user, user_id, vendor_product, action, process_image_name, original_file_name, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_id, parent_process_path, parent_process_guid |
FILTER where process executable name equals ""nltest.exe"" (case-insensitive match against process_image_name/original_file_name or file name portion of process_path) |
FILTER where process_command_line contains ""/dclist:"" OR contains ""/dsgetdc:"" (case-insensitive) |
GROUP records by action, device, original_file_name, parent_process_name, parent_process_path, parent_process_guid, parent_process_id, process_command_line, process_path, process_guid, process_hash, process_id, process_integrity_level, process_image_name, user, user_id, vendor_product |
COMPUTE event_count = number of records per group, first_seen_time = minimum timestamp per group, last_seen_time = maximum timestamp per group |
DERIVE human_readable_first_seen_time and human_readable_last_seen_time from first_seen_time and last_seen_time |
APPLY optional allowlist to exclude known legitimate administrative uses (for example, trusted management hosts, approved scripts, or service accounts) |
OUTPUT one record per group with fields: device, user, user_id, vendor_product, action, process_image_name, original_file_name, process_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_id, parent_process_path, parent_process_guid, event_count, first_seen_time, last_seen_time, human_readable_first_seen_time, human_readable_last_seen_time"
Detect Rundll32 Application Control Bypass - setupapi,
Linux Data Destruction Command,"SEARCH process creation telemetry from endpoint detection/response data on Linux hosts

| PARSE fields: timestamp, host, action, vendor_product, original_file_name, user, user_id, process_name, process_command_line, process_executable_path, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_executable_path, parent_process_command_line

| FILTER where process_name equals ""rm""

| FILTER where process_command_line contains either "" -rf"" or "" -fr""

| FILTER where process_command_line contains "" --no-preserve-root""

| GROUP records by host, action, vendor_product, original_file_name, user, user_id, process_name, process_executable_path, process_id, process_guid, process_hash, process_integrity_level, process_command_line, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, parent_process_executable_path, parent_process_command_line

| COMPUTE count = number of records in group, firstTime = minimum timestamp in group, lastTime = maximum timestamp in group

| CONVERT firstTime and lastTime to human-readable time format

| OUTPUT count, firstTime, lastTime, and all group-by fields"
Windows RDPClient Connection Sequence Events,"SEARCH Windows event records where channel/log name equals ""Microsoft-Windows-TerminalServices-RDPClient/Operational"" AND EventCode equals 1024
| GROUP records BY host, source,"
Windows Unusual Count Of Users Fail To Auth Wth ExplicitCredentials,
Windows WMI Process Call Create,
Windows Disable Windows Group Policy Features Through Registry,"SEARCH registry modification events from endpoint telemetry or OS audit logs
| PARSE fields: timestamp, host, action, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product
| FILTER registry_path contains ""\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\Explorer\"" OR registry_path contains ""\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\""
| FILTER registry_value_name IN [""NoDesktop"",""NoFind"",""NoControlPanel"",""NoFileMenu"",""NoSetTaskbar"",""NoTrayContextMenu"",""TaskbarLockAll"",""NoThemesTab"
Suspicious PlistBuddy Usage,"SEARCH process execution telemetry from endpoint/EDR data within the selected time range
| FILTER records where process_name equals ""PlistBuddy""
| FILTER records where process_command_line contains any of [""LaunchAgents"", ""RunAtLoad"", ""true""]
| GROUP records BY device_id, user, parent_process_name, parent_process_id, process_name, process_command_line, process_id
| COMPUTE event_count = number of records in each group, first_seen = earliest event_time in group, last_seen = latest event_time in group
| APPLY optional allowlist/exclusion rules to remove known benign administrative uses of PlistBuddy
| FORMAT first_seen and last_seen as human-readable timestamps
| OUTPUT device_id, user, parent_process_name, parent_process_id, process_name, process_command_line, process_id, event_count, first_seen, last_seen"
Windows Modify Registry WuServer,"SEARCH registry value modification events from endpoint telemetry (e.g., Sysmon Event ID 13) |
FILTER events where registry_path contains ""\SOFTWARE\Policies\Microsoft\Windows\WindowsUpdate\WUServer"" |
PROJECT timestamp, action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
GROUP BY action, dest, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status, user, vendor_product |
COMPUTE event_count = count(), firstTime = min(timestamp), lastTime = max(timestamp) |
FORMAT firstTime, lastTime as human-readable timestamps |
APPLY allowlist to exclude known benign or expected modifications for this registry path |
OUTPUT the grouped fields with event_count, firstTime, and lastTime"
Ryuk Wake on LAN Command,"SEARCH process execution events from Endpoint/EDR telemetry and Windows process creation logs (e.g., Sysmon Event ID 1, Windows Security 4688, EDR process rollups), within the requested time range, collecting process and parent-process attributes, user context, host, and vendor/product identifiers |
PARSE each event to extract: timestamp, device.hostname, event.action (e.g., process start), vendor.product, process.command_line, process.name, process.path, process.id, process.guid, process.hash, process.integrity_level, process.original_file_name, process.executable, parent_process.name, parent_process.path, parent_process.id, parent_process.guid, parent_process.executable, user.name, user.id |
FILTER events where process.command_line contains the substring ""8 LAN"" OR contains the substring ""9 REP"" |
GROUP events by: event.action, device.hostname, vendor.product, process.original_file_name, parent_process.name, parent_process.path, parent_process.id, parent_process.guid, parent_process.executable, process.command_line, process.name, process.path, process.id, process.guid, process"
Windows Impair Defense Delete Win Defender Context Menu,"SEARCH registry activity events from endpoint telemetry within the desired time window |
PARSE fields: event_time, host, user, process_id, process_guid, vendor_product, action, registry_hive, registry_path, registry_key_name, registry_value_name, registry_value_type, registry_value_data, status |
FILTER where action indicates deletion (e.g., equals ""deleted"") |
FILTER where registry_path contains ""\shellex\ContextMenuHandlers\EPP"" (case-insensitive substring match) |
GROUP BY action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product |
COMPUTE count = number of events per group, firstTime = minimum(event_time), lastTime = maximum(event_time) |
DERIVE firstTime_readable and lastTime_readable as human-readable representations of firstTime and lastTime |
OUTPUT count, firstTime, lastTime, firstTime_readable, lastTime_readable, action, host, process_guid, process_id, registry_hive, registry_path, registry_key_name, registry_value_data, registry_value_name, registry_value_type, status, user, vendor_product"
Windows Steal Authentication Certificates - ESC1 Abuse,
Crowdstrike High Identity Risk Severity,"SEARCH CrowdStrike identities events
| FILTER events where (riskScoreSeverity equals ""HIGH"") OR (riskScore >= 0.70)
| PARSE nested fields to create simple aliases: riskFactors.severity -> severity, riskFactors.type -> risk_type, roles.type -> role_type, accounts.domain -> domain, accounts.dn -> dn, accounts.samAccountName -> user
| GROUP events BY domain, dn, primaryDisplayName, risk_type, severity, riskScore, riskScoreSeverity, user, role_type
| COMPUTE for each group: total_events = count(events), firstTime = minimum(event_timestamp), lastTime = maximum(event_timestamp)
| FORMAT firstTime and lastTime as human-readable timestamps
| APPLY optional environment-specific suppression/allowlist filters for known-benign identities or patterns
| OUTPUT domain, dn, primaryDisplayName, risk_type, severity, riskScore, riskScoreSeverity, user, role_type, firstTime, lastTime, total_events"
Linux Find Privilege Escalation,"SEARCH process execution telemetry that includes command-line arguments and the following fields: timestamp, action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent_process_id, parent_process_name, parent_process_path, process (full command line), process_exec, process_guid, process_hash, process_id, process_integrity_level, process_name, process_path, user, user_id, vendor_product
| FILTER records where process contains ""find"" AND process contains ""-exec"" AND process contains ""sudo""
| GROUP records BY action, dest, original_file_name, parent_process, parent_process_exec, parent_process_guid, parent"
Windows AD GPO Deleted,
Regsvr32 with Known Silent Switch Cmdline,"SEARCH process execution telemetry from endpoint data sources (e.g., Sysmon process creation, Windows Security 4688, EDR process rollups), selecting at least: timestamp, host, user, process_name, original_file_name, process_image_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, vendor_product |
FILTER events where the process corresponds to Regsvr32 (case-insensitive), such as:
- process_name equals ""regsvr32.exe"" OR
- original_file_name equals ""regsvr32.exe"" OR
- process_image_path ends with ""\regsvr32.exe"" |
FILTER events where process_command_line contains a hyphen or slash immediately followed by the letter ""s"" (case-insensitive), indicating the silent switch (examples: ""-s"", ""/s"") |
GROUP events by host, user, process_name, original_file_name, process_image_path, process_command_line, process_id, process_guid, process_hash, process_integrity_level, parent_process_name, parent_process_path, parent_process_id, parent_process_guid, vendor_product |
COMPUTE count of events per group, earliest timestamp as firstTime, latest timestamp as lastTime |
FORMAT firstTime and lastTime into human-readable datetime strings |
APPLY environment-specific allowlists or suppression rules to exclude known benign Regsvr32 silent usage (if available) |
OUTPUT the grouped fields along with count, firstTime, and lastTime"
